appointment_id,customer_id,employee,service,category,appointment_date,revenue,month
388,C0016,Aisha,Waxing,Beauty,2025-02-14,135.75,2025-02
389,C0158,Nour,Nails,Nails,2025-02-21,179.17,2025-02
390,C0223,Lina,Hair Color,Hair,2025-02-26,503.57,2025-02
391,C0131,Aisha,Hair Styling,Hair,2025-02-25,153.79,2025-02
392,C0133,Lina,Hair Styling,Hair,2025-02-26,204.85,2025-02
393,C0134,Lina,Hair Color,Hair,2025-02-20,483.15,2025-02
394,C0213,Maya,Lashes,Beauty,2025-02-02,298.96,2025-02
395,C0277,Sara,Waxing,Beauty,2025-02-26,138.95,2025-02
396,C0163,Sara,Waxing,Beauty,2025-02-21,106.23,2025-02
397,C0075,Aisha,Massage,Wellness,2025-02-18,332.67,2025-02
398,C0108,Lina,Nails,Nails,2025-02-17,157.81,2025-02
399,C0212,Nour,Waxing,Beauty,2025-02-01,112.67,2025-02
400,C0248,Sara,Lashes,Beauty,2025-02-08,240.95,2025-02
401,C0124,Aisha,Lashes,Beauty,2025-02-20,227.12,2025-02
402,C0004,Maya,Waxing,Beauty,2025-02-03,113.73,2025-02
403,C0227,Aisha,Nails,Nails,2025-02-21,143.53,2025-02
404,C0039,Aisha,Hair Color,Hair,2025-02-14,453.01,2025-02
405,C0115,Aisha,Lashes,Beauty,2025-02-18,270.69,2025-02
406,C0091,Maya,Waxing,Beauty,2025-02-27,102.01,2025-02
407,C0190,Lina,Nails,Nails,2025-02-04,151.67,2025-02
408,C0281,Rania,Massage,Wellness,2025-03-20,266.63,2025-03
409,C0083,Rania,Massage,Wellness,2025-03-16,284.4,2025-03
410,C0284,Sara,Massage,Wellness,2025-03-09,334.17,2025-03
411,C0251,Sara,Massage,Wellness,2025-03-09,320.24,2025-03
412,C0120,Rania,Waxing,Beauty,2025-03-15,113.82,2025-03
413,C0286,Aisha,Hair Styling,Hair,2025-03-17,157.31,2025-03
414,C0142,Lina,Hair Styling,Hair,2025-03-25,182.53,2025-03
415,C0222,Aisha,Hair Styling,Hair,2025-03-14,167.26,2025-03
416,C0002,Aisha,Hair Styling,Hair,2025-03-08,209.88,2025-03
417,C0127,Nour,Hair Color,Hair,2025-03-24,407.04,2025-03
418,C0035,Lina,Waxing,Beauty,2025-03-12,113.98,2025-03
419,C0276,Nour,Massage,Wellness,2025-03-21,344.85,2025-03
420,C0035,Aisha,Facial,Skin Care,2025-03-09,249.26,2025-03
421,C0076,Rania,Hair Styling,Hair,2025-03-08,213.22,2025-03
422,C0093,Rania,Lashes,Beauty,2025-03-26,265.17,2025-03
423,C0157,Lina,Facial,Skin Care,2025-03-20,299.87,2025-03
424,C0260,Rania,Hair Color,Hair,2025-03-28,432.32,2025-03
425,C0194,Maya,Lashes,Beauty,2025-03-12,297.44,2025-03
426,C0087,Rania,Nails,Nails,2025-03-08,179.15,2025-03
427,C0061,Sara,Hair Styling,Hair,2025-03-17,169.03,2025-03
428,C0093,Nour,Facial,Skin Care,2025-03-19,326.92,2025-03
429,C0237,Sara,Nails,Nails,2025-03-03,137.8,2025-03
430,C0049,Rania,Hair Color,Hair,2025-03-06,432.94,2025-03
431,C0090,Nour,Hair Styling,Hair,2025-03-20,205.5,2025-03
432,C0233,Aisha,Nails,Nails,2025-03-10,138.97,2025-03
433,C0277,Lina,Waxing,Beauty,2025-03-17,113.95,2025-03
434,C0192,Lina,Waxing,Beauty,2025-03-07,126.14,2025-03
435,C0045,Aisha,Hair Styling,Hair,2025-03-14,181.39,2025-03
436,C0109,Sara,Nails,Nails,2025-03-08,165.82,2025-03
437,C0103,Sara,Lashes,Beauty,2025-03-26,238.46,2025-03
438,C0174,Rania,Waxing,Beauty,2025-03-27,102.07,2025-03
439,C0146,Maya,Hair Color,Hair,2025-03-15,365.75,2025-03
440,C0082,Nour,Lashes,Beauty,2025-03-04,282.53,2025-03
441,C0113,Aisha,Hair Styling,Hair,2025-03-20,179.39,2025-03
442,C0258,Nour,Nails,Nails,2025-03-09,144.36,2025-03
443,C0266,Rania,Lashes,Beauty,2025-03-11,244.17,2025-03
444,C0039,Sara,Facial,Skin Care,2025-03-25,327.5,2025-03
445,C0002,Nour,Hair Styling,Hair,2025-03-21,193.19,2025-03
446,C0258,Aisha,Hair Styling,Hair,2025-03-08,186.64,2025-03
447,C0213,Rania,Lashes,Beauty,2025-03-11,259.09,2025-03
448,C0294,Sara,Facial,Skin Care,2025-03-23,271.63,2025-03
449,C0099,Nour,Nails,Nails,2025-03-04,172.22,2025-03
450,C0030,Sara,Hair Color,Hair,2025-03-26,402.03,2025-03
451,C0156,Sara,Hair Color,Hair,2025-03-03,413.48,2025-03
452,C0075,Maya,Massage,Wellness,2025-03-08,300.25,2025-03
453,C0167,Maya,Nails,Nails,2025-03-28,128.94,2025-03
454,C0056,Aisha,Hair Styling,Hair,2025-03-04,180.12,2025-03
455,C0126,Lina,Hair Color,Hair,2025-03-10,379.71,2025-03
456,C0176,Sara,Hair Color,Hair,2025-03-05,456.54,2025-03
457,C0113,Nour,Facial,Skin Care,2025-03-04,292.85,2025-03
458,C0067,Lina,Massage,Wellness,2025-03-24,278.99,2025-03
459,C0234,Lina,Hair Styling,Hair,2025-03-14,159.26,2025-03
460,C0245,Rania,Hair Styling,Hair,2025-03-15,200.64,2025-03
461,C0170,Sara,Hair Styling,Hair,2025-03-05,205.64,2025-03
462,C0274,Sara,Hair Color,Hair,2025-03-04,487.6,2025-03
463,C0126,Sara,Facial,Skin Care,2025-03-27,246.64,2025-03
464,C0068,Nour,Hair Styling,Hair,2025-03-22,214.16,2025-03
465,C0042,Maya,Hair Styling,Hair,2025-03-02,187.88,2025-03
466,C0021,Sara,Hair Color,Hair,2025-03-17,385.61,2025-03
467,C0092,Nour,Waxing,Beauty,2025-03-01,124.88,2025-03
468,C0273,Lina,Nails,Nails,2025-03-11,160.38,2025-03
469,C0152,Maya,Waxing,Beauty,2025-03-25,128.18,2025-03
470,C0284,Nour,Nails,Nails,2025-03-08,165.87,2025-03
471,C0064,Lina,Nails,Nails,2025-03-19,156.01,2025-03
472,C0047,Sara,Massage,Wellness,2025-03-13,330.83,2025-03
473,C0005,Aisha,Hair Styling,Hair,2025-03-07,199.99,2025-03
474,C0012,Rania,Lashes,Beauty,2025-03-26,253.34,2025-03
475,C0108,Sara,Hair Styling,Hair,2025-03-16,182.15,2025-03
476,C0250,Sara,Lashes,Beauty,2025-03-23,255.54,2025-03
477,C0203,Aisha,Hair Color,Hair,2025-03-24,386.87,2025-03
478,C0219,Maya,Nails,Nails,2025-03-21,165.6,2025-03
479,C0260,Nour,Nails,Nails,2025-03-15,159.11,2025-03
480,C0116,Nour,Nails,Nails,2025-03-08,179.8,2025-03
481,C0147,Rania,Nails,Nails,2025-03-08,171.97,2025-03
482,C0189,Maya,Hair Color,Hair,2025-03-15,361.53,2025-03
483,C0054,Maya,Nails,Nails,2025-03-11,163.61,2025-03
484,C0204,Maya,Hair Styling,Hair,2025-03-16,171.86,2025-03
485,C0222,Lina,Hair Color,Hair,2025-03-25,464.76,2025-03
486,C0030,Lina,Massage,Wellness,2025-03-17,326.07,2025-03
487,C0037,Nour,Lashes,Beauty,2025-03-01,285.49,2025-03
488,C0127,Aisha,Lashes,Beauty,2025-03-09,279.78,2025-03
489,C0023,Aisha,Waxing,Beauty,2025-03-08,127.77,2025-03
490,C0075,Lina,Lashes,Beauty,2025-03-04,237.03,2025-03
491,C0173,Maya,Facial,Skin Care,2025-03-13,299.94,2025-03
492,C0016,Maya,Hair Styling,Hair,2025-03-06,159.36,2025-03
493,C0144,Rania,Hair Styling,Hair,2025-03-10,184.54,2025-03
494,C0184,Sara,Hair Styling,Hair,2025-03-13,157.59,2025-03
495,C0120,Rania,Waxing,Beauty,2025-03-23,118.85,2025-03
496,C0053,Aisha,Hair Color,Hair,2025-03-07,360.24,2025-03
497,C0021,Lina,Facial,Skin Care,2025-03-13,259.49,2025-03
498,C0031,Aisha,Nails,Nails,2025-03-22,161.51,2025-03
499,C0010,Sara,Lashes,Beauty,2025-03-10,288.36,2025-03
500,C0014,Maya,Facial,Skin Care,2025-03-18,245.03,2025-03
501,C0022,Rania,Lashes,Beauty,2025-03-24,284.47,2025-03
502,C0264,Maya,Nails,Nails,2025-03-23,135.0,2025-03
503,C0248,Maya,Nails,Nails,2025-03-02,135.83,2025-03
504,C0079,Aisha,Lashes,Beauty,2025-03-17,236.26,2025-03
505,C0274,Rania,Hair Styling,Hair,2025-03-26,185.2,2025-03
506,C0264,Aisha,Lashes,Beauty,2025-03-18,217.99,2025-03
507,C0139,Aisha,Hair Color,Hair,2025-03-28,495.25,2025-03
508,C0162,Sara,Nails,Nails,2025-03-27,141.7,2025-03
509,C0141,Lina,Facial,Skin Care,2025-03-19,326.91,2025-03
510,C0179,Nour,Massage,Wellness,2025-03-12,294.62,2025-03
511,C0217,Maya,Hair Styling,Hair,2025-03-01,155.66,2025-03
512,C0013,Nour,Hair Styling,Hair,2025-03-11,169.02,2025-03
513,C0281,Rania,Massage,Wellness,2025-03-17,334.91,2025-03
514,C0140,Nour,Hair Color,Hair,2025-03-19,426.88,2025-03
515,C0028,Aisha,Hair Styling,Hair,2025-03-16,175.68,2025-03
516,C0227,Sara,Nails,Nails,2025-03-14,133.33,2025-03
517,C0210,Nour,Hair Styling,Hair,2025-03-13,207.11,2025-03
518,C0137,Aisha,Waxing,Beauty,2025-03-16,137.71,2025-03
519,C0100,Nour,Waxing,Beauty,2025-03-22,132.68,2025-03
520,C0216,Sara,Lashes,Beauty,2025-03-09,215.64,2025-03
521,C0149,Sara,Lashes,Beauty,2025-03-12,240.12,2025-03
522,C0021,Sara,Lashes,Beauty,2025-03-04,229.93,2025-03
523,C0118,Rania,Hair Styling,Hair,2025-03-17,195.01,2025-03
524,C0074,Rania,Nails,Nails,2025-03-21,141.55,2025-03
525,C0138,Lina,Hair Color,Hair,2025-03-02,490.93,2025-03
526,C0268,Rania,Nails,Nails,2025-03-17,148.73,2025-03
527,C0228,Maya,Hair Color,Hair,2025-03-25,463.55,2025-03
528,C0119,Sara,Nails,Nails,2025-03-20,163.07,2025-03
529,C0186,Sara,Hair Color,Hair,2025-03-28,389.31,2025-03
530,C0175,Rania,Hair Styling,Hair,2025-03-27,154.07,2025-03
531,C0224,Nour,Nails,Nails,2025-03-07,137.04,2025-03
532,C0244,Aisha,Hair Color,Hair,2025-03-07,465.64,2025-03
533,C0135,Sara,Nails,Nails,2025-03-11,127.57,2025-03
534,C0264,Aisha,Waxing,Beauty,2025-03-11,102.99,2025-03
535,C0214,Lina,Facial,Skin Care,2025-03-13,266.53,2025-03
536,C0157,Maya,Hair Color,Hair,2025-03-09,366.66,2025-03
537,C0218,Sara,Facial,Skin Care,2025-03-28,284.39,2025-03
538,C0096,Sara,Massage,Wellness,2025-03-05,353.99,2025-03
539,C0278,Aisha,Facial,Skin Care,2025-03-28,332.35,2025-03
540,C0026,Aisha,Hair Color,Hair,2025-03-07,463.67,2025-03
541,C0181,Sara,Lashes,Beauty,2025-03-11,263.1,2025-03
542,C0049,Sara,Nails,Nails,2025-03-11,162.89,2025-03
543,C0047,Aisha,Hair Color,Hair,2025-03-25,463.57,2025-03
544,C0005,Sara,Lashes,Beauty,2025-03-18,272.88,2025-03
545,C0161,Maya,Facial,Skin Care,2025-03-22,281.87,2025-03
546,C0277,Rania,Hair Color,Hair,2025-03-26,468.88,2025-03
547,C0210,Rania,Hair Styling,Hair,2025-03-22,170.31,2025-03
548,C0006,Nour,Facial,Skin Care,2025-03-03,280.42,2025-03
549,C0161,Aisha,Nails,Nails,2025-03-12,174.63,2025-03
550,C0156,Sara,Massage,Wellness,2025-03-11,338.28,2025-03
551,C0252,Lina,Massage,Wellness,2025-03-03,275.68,2025-03
552,C0089,Maya,Massage,Wellness,2025-03-11,314.8,2025-03
553,C0154,Rania,Facial,Skin Care,2025-03-22,245.16,2025-03
554,C0125,Maya,Hair Color,Hair,2025-03-27,473.51,2025-03
555,C0247,Nour,Lashes,Beauty,2025-03-16,247.08,2025-03
556,C0094,Aisha,Waxing,Beauty,2025-03-04,134.47,2025-03
557,C0088,Maya,Nails,Nails,2025-03-20,168.52,2025-03
558,C0074,Sara,Lashes,Beauty,2025-03-09,256.15,2025-03
559,C0255,Lina,Nails,Nails,2025-03-10,176.13,2025-03
560,C0055,Lina,Hair Styling,Hair,2025-03-08,203.91,2025-03
561,C0141,Nour,Hair Color,Hair,2025-03-03,393.13,2025-03
562,C0247,Lina,Hair Styling,Hair,2025-03-24,171.2,2025-03
563,C0093,Aisha,Massage,Wellness,2025-03-25,306.94,2025-03
564,C0099,Aisha,Facial,Skin Care,2025-03-03,246.89,2025-03
565,C0274,Nour,Nails,Nails,2025-03-17,141.97,2025-03
566,C0082,Sara,Hair Color,Hair,2025-03-27,439.92,2025-03
567,C0116,Maya,Waxing,Beauty,2025-03-26,139.89,2025-03
568,C0193,Aisha,Waxing,Beauty,2025-03-05,133.57,2025-03
569,C0221,Sara,Hair Styling,Hair,2025-03-09,195.81,2025-03
570,C0149,Lina,Facial,Skin Care,2025-03-19,280.79,2025-03
571,C0199,Maya,Lashes,Beauty,2025-04-28,237.22,2025-04
572,C0279,Maya,Waxing,Beauty,2025-04-04,119.62,2025-04
573,C0221,Aisha,Waxing,Beauty,2025-04-13,124.87,2025-04
574,C0271,Lina,Hair Color,Hair,2025-04-14,444.29,2025-04
575,C0283,Nour,Nails,Nails,2025-04-24,148.99,2025-04
576,C0004,Lina,Lashes,Beauty,2025-04-24,280.22,2025-04
577,C0248,Sara,Nails,Nails,2025-04-21,151.82,2025-04
578,C0169,Aisha,Nails,Nails,2025-04-21,129.47,2025-04
579,C0138,Rania,Facial,Skin Care,2025-04-06,244.01,2025-04
580,C0038,Lina,Hair Styling,Hair,2025-04-19,180.56,2025-04
581,C0030,Rania,Lashes,Beauty,2025-04-05,277.42,2025-04
582,C0206,Aisha,Waxing,Beauty,2025-04-19,112.62,2025-04
583,C0228,Rania,Nails,Nails,2025-04-22,174.85,2025-04
584,C0272,Lina,Nails,Nails,2025-04-17,158.51,2025-04
585,C0162,Rania,Nails,Nails,2025-04-27,167.08,2025-04
586,C0214,Aisha,Facial,Skin Care,2025-04-10,331.32,2025-04
587,C0153,Lina,Nails,Nails,2025-04-15,177.33,2025-04
588,C0191,Aisha,Lashes,Beauty,2025-04-01,221.47,2025-04
589,C0194,Lina,Hair Styling,Hair,2025-04-24,214.26,2025-04
590,C0167,Nour,Waxing,Beauty,2025-04-26,107.13,2025-04
591,C0169,Nour,Waxing,Beauty,2025-04-27,113.51,2025-04
592,C0245,Lina,Hair Styling,Hair,2025-04-20,166.44,2025-04
593,C0175,Nour,Hair Styling,Hair,2025-04-16,201.18,2025-04
594,C0271,Sara,Massage,Wellness,2025-04-03,307.11,2025-04
595,C0043,Sara,Lashes,Beauty,2025-04-18,276.76,2025-04
596,C0270,Maya,Hair Styling,Hair,2025-04-01,203.25,2025-04
597,C0168,Lina,Nails,Nails,2025-04-27,139.84,2025-04
598,C0013,Rania,Nails,Nails,2025-04-16,143.71,2025-04
599,C0043,Maya,Facial,Skin Care,2025-04-27,276.86,2025-04
600,C0151,Maya,Waxing,Beauty,2025-04-12,130.44,2025-04
601,C0007,Rania,Waxing,Beauty,2025-04-05,130.25,2025-04
602,C0083,Lina,Facial,Skin Care,2025-04-16,294.03,2025-04
603,C0113,Sara,Hair Styling,Hair,2025-04-28,195.46,2025-04
604,C0140,Aisha,Hair Color,Hair,2025-04-27,402.1,2025-04
605,C0069,Rania,Massage,Wellness,2025-04-28,300.21,2025-04
606,C0019,Rania,Hair Color,Hair,2025-04-18,409.31,2025-04
607,C0167,Sara,Hair Color,Hair,2025-04-15,365.32,2025-04
608,C0079,Rania,Massage,Wellness,2025-04-07,337.41,2025-04
609,C0029,Maya,Lashes,Beauty,2025-04-24,281.21,2025-04
610,C0218,Rania,Massage,Wellness,2025-04-08,351.05,2025-04
611,C0058,Nour,Nails,Nails,2025-04-06,136.92,2025-04
612,C0219,Aisha,Massage,Wellness,2025-04-18,313.33,2025-04
613,C0098,Aisha,Nails,Nails,2025-04-10,141.37,2025-04
614,C0074,Rania,Lashes,Beauty,2025-04-24,267.69,2025-04
615,C0219,Nour,Massage,Wellness,2025-04-07,318.38,2025-04
616,C0148,Sara,Massage,Wellness,2025-04-09,262.18,2025-04
617,C0290,Rania,Nails,Nails,2025-04-02,132.34,2025-04
618,C0073,Aisha,Massage,Wellness,2025-04-10,281.34,2025-04
619,C0100,Lina,Lashes,Beauty,2025-04-27,263.56,2025-04
620,C0083,Maya,Facial,Skin Care,2025-04-01,322.88,2025-04
621,C0150,Lina,Nails,Nails,2025-04-27,159.64,2025-04
622,C0098,Rania,Waxing,Beauty,2025-04-22,110.51,2025-04
623,C0068,Aisha,Lashes,Beauty,2025-04-17,248.21,2025-04
624,C0073,Nour,Facial,Skin Care,2025-04-10,330.09,2025-04
625,C0176,Rania,Facial,Skin Care,2025-04-06,310.46,2025-04
626,C0178,Lina,Hair Styling,Hair,2025-04-22,153.52,2025-04
627,C0271,Sara,Waxing,Beauty,2025-04-25,105.54,2025-04
628,C0248,Sara,Nails,Nails,2025-04-26,165.48,2025-04
629,C0212,Nour,Facial,Skin Care,2025-04-10,300.49,2025-04
630,C0111,Sara,Hair Styling,Hair,2025-04-23,165.55,2025-04
631,C0069,Lina,Hair Styling,Hair,2025-04-25,168.65,2025-04
632,C0161,Lina,Hair Color,Hair,2025-04-18,366.19,2025-04
633,C0138,Maya,Facial,Skin Care,2025-04-23,274.48,2025-04
634,C0077,Rania,Waxing,Beauty,2025-04-27,136.57,2025-04
635,C0091,Rania,Nails,Nails,2025-04-23,154.46,2025-04
636,C0073,Nour,Hair Color,Hair,2025-04-17,470.3,2025-04
637,C0284,Aisha,Facial,Skin Care,2025-04-17,290.76,2025-04
638,C0187,Nour,Waxing,Beauty,2025-04-24,129.99,2025-04
639,C0188,Rania,Nails,Nails,2025-04-27,173.37,2025-04
640,C0107,Nour,Nails,Nails,2025-04-28,150.73,2025-04
641,C0139,Maya,Lashes,Beauty,2025-04-22,249.2,2025-04
642,C0061,Lina,Hair Styling,Hair,2025-04-07,171.97,2025-04
643,C0129,Lina,Nails,Nails,2025-04-15,176.17,2025-04
644,C0102,Rania,Nails,Nails,2025-04-01,161.9,2025-04
645,C0202,Sara,Hair Styling,Hair,2025-04-17,185.53,2025-04
646,C0084,Lina,Lashes,Beauty,2025-04-13,289.65,2025-04
647,C0140,Sara,Hair Styling,Hair,2025-04-04,171.22,2025-04
648,C0277,Nour,Nails,Nails,2025-04-25,156.55,2025-04
649,C0237,Rania,Nails,Nails,2025-04-25,171.0,2025-04
650,C0110,Maya,Massage,Wellness,2025-04-04,355.05,2025-04
651,C0097,Aisha,Nails,Nails,2025-04-16,141.75,2025-04
652,C0109,Lina,Hair Styling,Hair,2025-04-19,177.74,2025-04
653,C0087,Aisha,Hair Color,Hair,2025-04-05,433.68,2025-04
654,C0214,Aisha,Hair Color,Hair,2025-04-25,424.89,2025-04
655,C0160,Rania,Hair Styling,Hair,2025-04-13,195.44,2025-04
656,C0247,Nour,Nails,Nails,2025-04-13,153.19,2025-04
657,C0094,Rania,Lashes,Beauty,2025-04-18,276.59,2025-04
658,C0122,Maya,Facial,Skin Care,2025-04-11,271.83,2025-04
659,C0201,Maya,Facial,Skin Care,2025-04-02,295.05,2025-04
660,C0047,Rania,Facial,Skin Care,2025-04-23,262.04,2025-04
661,C0152,Lina,Hair Color,Hair,2025-04-28,406.34,2025-04
662,C0019,Lina,Facial,Skin Care,2025-04-01,278.75,2025-04
663,C0141,Rania,Lashes,Beauty,2025-04-01,273.94,2025-04
664,C0205,Aisha,Facial,Skin Care,2025-04-15,240.17,2025-04
665,C0128,Maya,Nails,Nails,2025-04-07,176.49,2025-04
666,C0007,Maya,Nails,Nails,2025-04-26,133.5,2025-04
667,C0062,Aisha,Nails,Nails,2025-04-17,149.51,2025-04
668,C0207,Nour,Waxing,Beauty,2025-04-03,130.28,2025-04
669,C0144,Aisha,Facial,Skin Care,2025-04-28,305.49,2025-04
670,C0093,Aisha,Lashes,Beauty,2025-04-24,273.51,2025-04
671,C0118,Aisha,Waxing,Beauty,2025-04-12,110.54,2025-04
672,C0271,Lina,Facial,Skin Care,2025-04-19,288.04,2025-04
673,C0232,Maya,Hair Styling,Hair,2025-04-25,178.81,2025-04
674,C0022,Rania,Massage,Wellness,2025-04-08,276.36,2025-04
675,C0220,Sara,Nails,Nails,2025-04-04,155.94,2025-04
676,C0045,Rania,Facial,Skin Care,2025-04-02,245.26,2025-04
677,C0234,Nour,Nails,Nails,2025-04-27,179.85,2025-04
678,C0040,Lina,Nails,Nails,2025-04-14,131.18,2025-04
679,C0122,Lina,Lashes,Beauty,2025-04-28,245.27,2025-04
680,C0062,Aisha,Massage,Wellness,2025-04-02,294.82,2025-04
681,C0207,Aisha,Nails,Nails,2025-04-02,160.68,2025-04
682,C0295,Maya,Facial,Skin Care,2025-04-26,279.75,2025-04
683,C0192,Sara,Lashes,Beauty,2025-04-19,213.78,2025-04
684,C0220,Rania,Lashes,Beauty,2025-04-09,227.36,2025-04
685,C0277,Maya,Lashes,Beauty,2025-04-23,291.97,2025-04
686,C0062,Maya,Waxing,Beauty,2025-04-22,126.31,2025-04
687,C0054,Lina,Hair Color,Hair,2025-04-11,418.0,2025-04
688,C0094,Rania,Hair Color,Hair,2025-04-02,445.17,2025-04
689,C0081,Maya,Massage,Wellness,2025-04-15,308.24,2025-04
690,C0279,Maya,Lashes,Beauty,2025-04-26,245.99,2025-04
691,C0239,Lina,Massage,Wellness,2025-04-06,300.26,2025-04
692,C0173,Sara,Massage,Wellness,2025-04-01,321.82,2025-04
693,C0278,Maya,Nails,Nails,2025-04-27,142.12,2025-04
694,C0279,Rania,Lashes,Beauty,2025-04-04,283.81,2025-04
695,C0204,Aisha,Lashes,Beauty,2025-04-20,280.2,2025-04
696,C0070,Nour,Nails,Nails,2025-04-22,129.14,2025-04
697,C0120,Rania,Waxing,Beauty,2025-04-05,112.22,2025-04
698,C0187,Nour,Lashes,Beauty,2025-04-24,240.76,2025-04
699,C0258,Lina,Nails,Nails,2025-04-18,162.51,2025-04
700,C0176,Lina,Waxing,Beauty,2025-04-06,131.69,2025-04
701,C0061,Maya,Massage,Wellness,2025-04-27,289.3,2025-04
702,C0253,Nour,Hair Styling,Hair,2025-04-15,182.35,2025-04
703,C0291,Rania,Hair Styling,Hair,2025-04-27,154.41,2025-04
704,C0183,Lina,Hair Styling,Hair,2025-04-18,201.15,2025-04
705,C0125,Maya,Hair Styling,Hair,2025-04-05,212.12,2025-04
706,C0171,Maya,Nails,Nails,2025-04-19,131.14,2025-04
707,C0048,Lina,Lashes,Beauty,2025-04-20,246.56,2025-04
708,C0183,Sara,Waxing,Beauty,2025-04-02,117.92,2025-04
709,C0149,Sara,Nails,Nails,2025-04-19,138.61,2025-04
710,C0166,Aisha,Nails,Nails,2025-04-10,172.7,2025-04
711,C0155,Rania,Nails,Nails,2025-04-18,177.33,2025-04
712,C0133,Aisha,Nails,Nails,2025-04-21,176.94,2025-04
713,C0064,Sara,Facial,Skin Care,2025-04-22,333.48,2025-04
714,C0214,Maya,Nails,Nails,2025-04-22,138.22,2025-04
715,C0112,Aisha,Lashes,Beauty,2025-04-14,285.77,2025-04
716,C0296,Rania,Facial,Skin Care,2025-04-12,306.56,2025-04
717,C0184,Maya,Lashes,Beauty,2025-04-28,292.14,2025-04
718,C0230,Maya,Nails,Nails,2025-04-05,135.57,2025-04
719,C0299,Rania,Massage,Wellness,2025-04-08,316.24,2025-04
720,C0209,Sara,Lashes,Beauty,2025-04-26,218.32,2025-04
721,C0007,Nour,Waxing,Beauty,2025-04-11,139.08,2025-04
722,C0181,Aisha,Massage,Wellness,2025-04-27,326.76,2025-04
723,C0239,Aisha,Massage,Wellness,2025-04-10,258.15,2025-04
724,C0276,Sara,Nails,Nails,2025-04-14,171.99,2025-04
725,C0273,Maya,Hair Styling,Hair,2025-04-17,214.45,2025-04
726,C0098,Maya,Massage,Wellness,2025-04-11,263.94,2025-04
727,C0276,Maya,Nails,Nails,2025-04-27,136.33,2025-04
728,C0271,Nour,Hair Color,Hair,2025-04-20,371.84,2025-04
729,C0296,Sara,Nails,Nails,2025-04-25,179.23,2025-04
730,C0192,Nour,Hair Color,Hair,2025-04-14,474.35,2025-04
731,C0028,Aisha,Hair Color,Hair,2025-04-07,376.06,2025-04
732,C0101,Maya,Nails,Nails,2025-04-04,143.38,2025-04
733,C0278,Maya,Waxing,Beauty,2025-04-06,108.17,2025-04
734,C0096,Rania,Waxing,Beauty,2025-04-14,131.68,2025-04
735,C0128,Rania,Hair Styling,Hair,2025-04-08,189.58,2025-04
736,C0145,Aisha,Hair Color,Hair,2025-04-28,357.46,2025-04
737,C0106,Nour,Nails,Nails,2025-04-25,143.59,2025-04
738,C0089,Maya,Nails,Nails,2025-04-13,151.57,2025-04
739,C0106,Nour,Lashes,Beauty,2025-04-15,280.49,2025-04
740,C0218,Lina,Massage,Wellness,2025-04-20,348.4,2025-04
741,C0038,Lina,Nails,Nails,2025-04-09,152.22,2025-04
742,C0018,Sara,Facial,Skin Care,2025-04-16,249.47,2025-04
743,C0229,Rania,Nails,Nails,2025-04-08,154.48,2025-04
744,C0270,Rania,Facial,Skin Care,2025-04-26,294.77,2025-04
745,C0160,Lina,Hair Color,Hair,2025-04-25,438.24,2025-04
746,C0053,Rania,Hair Styling,Hair,2025-04-28,188.97,2025-04
747,C0226,Rania,Waxing,Beauty,2025-04-22,122.61,2025-04
748,C0072,Rania,Facial,Skin Care,2025-04-23,294.51,2025-04
749,C0256,Lina,Hair Styling,Hair,2025-04-03,176.6,2025-04
750,C0190,Sara,Hair Color,Hair,2025-04-05,464.23,2025-04
751,C0250,Sara,Lashes,Beauty,2025-04-21,231.79,2025-04
752,C0045,Maya,Hair Color,Hair,2025-04-13,395.7,2025-04
753,C0273,Maya,Lashes,Beauty,2025-04-13,267.39,2025-04
754,C0174,Lina,Hair Color,Hair,2025-04-23,496.43,2025-04
755,C0229,Aisha,Hair Color,Hair,2025-04-07,490.54,2025-04
756,C0002,Rania,Lashes,Beauty,2025-04-23,273.97,2025-04
757,C0013,Maya,Nails,Nails,2025-04-07,158.84,2025-04
758,C0171,Nour,Nails,Nails,2025-04-13,170.95,2025-04
759,C0116,Aisha,Lashes,Beauty,2025-04-17,216.48,2025-04
760,C0180,Rania,Nails,Nails,2025-04-21,168.11,2025-04
761,C0001,Sara,Facial,Skin Care,2025-04-22,280.94,2025-04
762,C0288,Sara,Hair Styling,Hair,2025-04-09,181.29,2025-04
763,C0072,Lina,Lashes,Beauty,2025-04-25,222.26,2025-04
764,C0042,Rania,Hair Styling,Hair,2025-04-08,176.92,2025-04
765,C0221,Nour,Hair Styling,Hair,2025-04-17,188.81,2025-04
766,C0102,Nour,Facial,Skin Care,2025-04-06,329.06,2025-04
767,C0233,Aisha,Lashes,Beauty,2025-04-08,250.22,2025-04
768,C0149,Lina,Hair Color,Hair,2025-04-17,407.73,2025-04
769,C0156,Lina,Hair Color,Hair,2025-04-07,363.1,2025-04
770,C0028,Maya,Facial,Skin Care,2025-04-06,304.49,2025-04
771,C0068,Rania,Facial,Skin Care,2025-04-20,296.76,2025-04
772,C0269,Sara,Hair Color,Hair,2025-04-26,398.4,2025-04
773,C0247,Sara,Lashes,Beauty,2025-04-04,260.01,2025-04
774,C0238,Lina,Massage,Wellness,2025-04-03,287.75,2025-04
775,C0296,Aisha,Waxing,Beauty,2025-04-16,105.74,2025-04
776,C0137,Sara,Massage,Wellness,2025-04-16,274.5,2025-04
777,C0025,Maya,Hair Color,Hair,2025-04-13,407.19,2025-04
